Title,Rating,Year,Duration,Votes,Director,MetaScore,Description,Rating Category,Predicted Rating Category
152. Неприятности в раю,7.9,,N/A,17000,Unknown,0.0,A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.,Good,Good
153. Сталкер,8.0,,N/A,148000,Unknown,85.0,A guide leads two men through an area known as the Zone to find a room that grants wishes.,Excellent,Excellent
154. Ребекка,8.1,,N/A,150000,Unknown,86.0,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,Excellent,Excellent
"155. Жанна Дильман, набережная коммерции 23, Брюссель 1080",7.5,,N/A,15000,Unknown,94.0,"A lonely widowed housewife does her daily chores, takes care of her apartment where she lives with her teenage son, and turns the occasional trick to make ends meet. However, something happens that changes her safe routine.",Good,Good
156. Непрощенный,8.2,,N/A,445000,Unknown,85.0,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a newer outlaw known simply as The Schofield Kid.,Excellent,Excellent
157. Тонкий человек,7.9,,N/A,33000,Unknown,86.0,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",Good,Good
158. Леди Ева,7.7,,N/A,24000,Unknown,96.0,"A trio of classy card sharks targets a socially awkward brewery heir, until one of them falls in love with him.",Good,Good
159. Рокко и его братья,8.2,,N/A,22000,Unknown,84.0,"Having recently been uprooted to Milan, Rocco and his four brothers each look for a new way in life when a prostitute comes between Rocco and his brother Simone.",Excellent,Good
160. Дорога,8.0,,N/A,68000,Unknown,0.0,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",Excellent,Excellent
161. Война и мир,8.3,,N/A,6000,Unknown,0.0,The Russian aristocracy prepares for the French invasion on the eve of 1812.,Excellent,Excellent
162. Вкус сайры,8.0,,N/A,11000,Unknown,91.0,An aging widower arranges a marriage for his only daughter.,Excellent,Excellent
163. Шепоты и крики,7.9,,N/A,38000,Unknown,0.0,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",Good,Good
164. Бен-Гур,8.1,,N/A,258000,Unknown,90.0,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it's not long before he regains his freedom and comes back for revenge.",Excellent,Good
165. Рокки,8.1,,N/A,646000,Unknown,70.0,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,Excellent,Excellent
166. Монти Пайтон и священный Грааль,8.2,,N/A,579000,Unknown,91.0,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Excellent,Excellent
167. Леди исчезает,7.7,,N/A,58000,Unknown,98.0,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",Good,Good
168. Звуки музыки,8.1,,N/A,268000,Unknown,63.0,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,Excellent,Excellent
169. Красная борода,8.3,,N/A,22000,Unknown,90.0,"In 19th-century Japan, a rough-tempered yet charitable town doctor trains a young intern.",Excellent,Good
170. Солярис,7.9,,N/A,100000,Unknown,93.0,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,Good,Good
171. Красавица и чудовище,7.9,,N/A,29000,Unknown,92.0,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.",Good,Good
172. Бегущий по лезвию,8.1,,N/A,839000,Unknown,84.0,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,Excellent,Excellent
173. Зеркало,7.9,,N/A,54000,Unknown,82.0,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",Good,Good
174. Последний киносеанс,8.0,,N/A,54000,Unknown,93.0,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",Excellent,Good
175. Дыра,8.5,,N/A,21000,Unknown,0.0,Distrust and uncertainty arise when four long-term inmates cautiously induct a new prisoner into their elaborate prison-break scheme.,Excellent,Good
176. Последний человек,8.0,,N/A,16000,Unknown,0.0,"An aging doorman is forced to face the scorn of his friends, neighbors and society after being fired from his prestigious job at a luxurious hotel.",Excellent,Good
177. Самурай,8.0,,N/A,61000,Unknown,90.0,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.,Excellent,Excellent
178. Малыш,8.2,,N/A,138000,Unknown,0.0,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",Excellent,Excellent
179. Клео от 5 до 7,7.8,,N/A,29000,Unknown,87.0,"Cleo, a singer and hypochondriac, becomes increasingly worried that she might have cancer while awaiting test results from her doctor.",Good,Good
180. Ребенок Розмари,8.0,,N/A,244000,Unknown,96.0,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",Excellent,Excellent
181. Забытые,8.2,,N/A,22000,Unknown,0.0,"A group of juvenile delinquents live a violent and crime-filled life in the festering slums of Mexico City, as the morals of young Pedro are gradually corrupted and destroyed by the others.",Excellent,Excellent
182. Свидетель обвинения,8.4,,N/A,143000,Unknown,76.0,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,Excellent,Excellent
183. Хладнокровный Люк,8.0,,N/A,192000,Unknown,92.0,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",Excellent,Excellent
184. Моя прекрасная леди,7.7,,N/A,103000,Unknown,95.0,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make a crude flower girl, Eliza Doolittle, presentable in high society.",Good,Good
"185. Париж, Техас",8.1,,N/A,126000,Unknown,81.0,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",Excellent,Good
186. Цирк,8.1,,N/A,37000,Unknown,90.0,The Tramp finds work and the girl of his dreams at a circus.,Excellent,Excellent
187. Властелин колец: Возвращение короля,9.0,,N/A,2000000,Unknown,94.0,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,Excellent,Excellent
188. Фантазия,7.7,,N/A,106000,Unknown,96.0,"A series of eight famous pieces of classical music, conducted by Leopold Stokowski and interpreted in animation by Walt Disney's team of artists.",Good,Good
189. Восхождение,8.2,,N/A,11000,Unknown,0.0,"Two Soviet partisans on a mission to gather food contend with the winter cold, the occupying Germans, and their own psyches.",Excellent,Excellent
190. Цилиндр,7.7,,N/A,21000,Unknown,93.0,"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",Good,Good
191. В прошлом году в Мариенбаде,7.6,,N/A,26000,Unknown,0.0,"In a strange and isolated chateau, a man becomes acquainted with a woman and insists that they have met before.",Good,Good
192. Ночь,7.9,,N/A,25000,Unknown,0.0,A day in the life of an unfaithful married couple and their steadily deteriorating relationship.,Good,Good
193. Шербурские зонтики,7.8,,N/A,32000,Unknown,86.0,A young woman separated from her lover by war faces a life-altering decision.,Good,Good
194. Кабинет доктора Калигари,8.0,,N/A,72000,Unknown,0.0,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",Excellent,Excellent
195. Кто боится Вирджинии Вульф?,8.0,,N/A,81000,Unknown,75.0,"A middle-aged New England associate professor and his wife, with the help of alcohol, use their young guests to fuel anguish and emotional pain towards each other over the course of a distressing night.",Excellent,Excellent
196. Сквозь тёмное стекло,7.9,,N/A,28000,Unknown,84.0,"Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God.",Good,Good
197. Великолепие Амберсонов,7.6,,N/A,27000,Unknown,93.0,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.,Good,Good
